Cód.,Município,Abacate,Abacaxi*,Açaí,Algodão arbóreo (em caroço),Algodão herbáceo (em caroço),Alho,Amendoim (em casca),Arroz (em casca),Aveia (em grão),Azeitona,Banana (cacho),Batata-doce,Batata-inglesa,Borracha (látex coagulado),Cacau (em amêndoa),Café (em grão) Total,Cana-de-açúcar,Caqui,Castanha de caju,Cebola,Centeio (em grão),Cevada (em grão),Chá-da-índia (folha verde),Coco-da-baía*,Dendê (cacho de coco),Erva-mate (folha verde),Ervilha (em grão),Fava (em grão),Feijão (em grão),Figo,Fumo (em folha),Girassol (em grão),Goiaba,Guaraná (semente),Juta (fibra),Laranja,Limão,Linho (semente),Maçã,Malva (fibra),Mamão,Mamona (baga),Mandioca,Manga,Maracujá,Marmelo,Melancia,Melão,Milho (em grão),Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta-do-reino,Rami (fibra),Sisal ou agave (fibra),Soja (em grão),Sorgo (em grão),Tangerina,Tomate,Trigo (em grão),Triticale (em grão),Tungue (fruto seco),Urucum (semente),Uva,Total,80%,Principal
1100015,Alta Floresta D'Oeste (RO),0,100,20,0,0,0,8,405,0,0,1859,0,0,0,31,23742,0,0,0,0,0,0,0,52,0,0,0,0,480,0,0,0,30,1,0,0,58,0,0,0,40,0,10180,0,72,0,500,0,5556,0,0,0,0,0,0,0,4915,0,4,1750,0,0,0,0,0,49803,"39842,4",Café (em grão) Total
1100023,Ariquemes (RO),0,416,50,0,0,0,0,3120,0,0,2997,0,0,0,219,227,721,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,35,3,0,61,40,0,0,0,58,0,2775,0,151,0,392,0,11400,0,0,0,0,0,0,0,31732,0,0,67,0,0,0,12,0,54517,"43613,6",Soja (em grão)
1100031,Cabixi (RO),0,55,0,0,0,0,1,4320,0,0,138,0,0,0,5,65,330,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,100,24,0,0,0,13,0,434,0,9,0,98,0,96948,0,0,0,0,0,0,0,108000,0,0,0,0,0,0,100,0,210660,168528,Soja (em grão)
1100049,Cacoal (RO),0,1955,0,0,0,0,5,24,0,0,6000,0,0,0,51,13503,1000,0,0,0,0,0,0,260,0,0,0,0,60,0,0,0,180,2,0,0,305,0,0,0,1230,0,6048,0,180,0,500,0,5280,0,0,0,0,14,0,0,9378,0,26,350,0,0,0,16,0,46367,"37093,6",Café (em grão) Total
1100056,Cerejeiras (RO),0,505,0,0,0,0,6,748,0,0,108,0,0,0,1,101,583,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,11,0,0,0,25,0,0,0,54,0,1640,0,27,0,600,0,138819,0,0,0,0,0,0,0,130000,0,0,50,0,0,0,18,0,273323,"218658,4",Milho (em grão)
1100064,Colorado do Oeste (RO),0,200,0,0,0,0,4,19,0,0,380,0,0,0,21,119,818,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,20,0,0,39,16,0,0,0,40,0,3018,0,20,0,65,0,12380,0,0,0,0,0,0,0,12383,0,0,28,0,0,0,8,0,29602,"23681,6",Soja (em grão)
1100072,Corumbiara (RO),0,425,0,0,0,0,4,4800,0,0,200,0,0,0,2,42,387,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,2595,0,0,0,0,0,145577,0,0,0,0,0,0,0,157800,0,0,88,0,0,0,28,0,311977,"249581,6",Soja (em grão)
1100080,Costa Marques (RO),0,235,0,0,0,0,3,0,0,0,348,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,456,8,0,0,0,0,0,3676,0,0,0,0,0,4570,0,0,0,0,0,0,0,1654,0,0,0,0,0,0,25,0,11442,"9153,6",Milho (em grão)
1100098,Espigão D'Oeste (RO),0,250,0,0,0,0,0,360,0,0,538,0,0,0,2,5427,0,0,0,0,0,0,0,34,0,0,0,0,60,0,0,0,13,0,0,0,38,0,0,0,70,0,6154,0,0,0,105,0,4840,0,0,0,0,0,0,0,4320,0,0,128,0,0,0,0,0,22339,"17871,2",Mandioca
1100106,Guajará-Mirim (RO),0,200,15,0,0,0,0,1920,0,0,200,0,0,0,0,203,220,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,60,0,6800,0,0,0,160,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10290,8232,Mandioca
1100114,Jaru (RO),0,133,16,0,0,0,0,0,0,0,1360,0,0,0,1276,421,183,0,0,0,0,0,0,34,0,0,0,0,12,0,0,0,8,0,0,58,23,0,0,0,18,0,23000,0,14,0,432,0,825,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,28421,"22736,8",Mandioca
1100122,Ji-Paraná (RO),0,220,8,0,0,0,1,0,0,0,375,0,0,0,70,204,1724,0,0,0,0,0,0,60,0,0,0,0,2,0,0,0,29,0,0,54,130,0,0,0,63,0,2574,0,118,0,481,0,1421,0,0,0,0,2,0,0,1290,0,0,141,0,0,0,5,0,8972,"7177,6",Mandioca
1100130,Machadinho D'Oeste (RO),0,338,0,0,0,0,10,2040,0,0,2985,0,0,0,184,2907,300,0,0,0,0,0,0,20,0,0,0,0,9,0,0,0,0,18,0,113,90,0,0,0,35,0,14550,0,29,0,760,0,3660,0,0,0,0,9,0,0,58162,0,63,0,0,0,0,7,0,86289,"69031,2",Soja (em grão)
1100148,Nova Brasilândia D'Oeste (RO),0,360,6,0,0,0,2,1,0,0,465,0,0,0,4,18061,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,30,1,0,0,0,0,0,0,155,0,4000,0,165,0,360,0,5001,0,0,0,0,0,0,0,6567,0,0,0,0,0,0,22,0,35254,"28203,2",Café (em grão) Total
1100155,Ouro Preto do Oeste (RO),0,105,0,0,0,0,0,15,0,0,465,0,0,0,769,488,252,0,0,0,0,0,0,37,0,0,0,0,8,0,0,0,0,0,0,85,9,0,0,0,29,0,2200,0,13,0,205,0,7280,0,0,0,0,0,0,0,6600,0,0,137,0,0,0,0,0,18697,"14957,6",Milho (em grão)
1100189,Pimenta Bueno (RO),0,625,0,0,0,0,0,54,0,0,741,0,0,0,2,213,0,0,0,0,0,0,0,112,0,0,0,0,22,0,0,0,0,0,0,91,77,0,0,0,50,0,5856,0,24,0,165,0,4599,0,0,0,0,1,0,0,12468,0,0,140,0,0,0,2,0,25242,"20193,6",Soja (em grão)
1100205,Porto Velho (RO),0,2780,642,0,0,0,5,13250,0,0,19135,0,0,0,123,4330,187,0,0,0,0,0,0,1200,0,0,0,0,310,0,0,0,60,1,0,766,985,0,0,0,588,0,134174,0,244,0,4722,0,73125,0,0,0,0,27,0,0,112000,0,130,271,0,0,0,15,0,369070,295256,Mandioca
1100254,Presidente Médici (RO),0,150,0,0,0,0,2,45,0,0,464,0,0,0,9,166,650,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,44,0,0,73,210,0,0,0,90,0,2960,0,1100,0,25,0,210,0,0,0,0,0,0,0,100,0,45,0,0,0,0,15,70,6433,"5146,4",Mandioca
1100262,Rio Crespo (RO),0,640,0,0,0,0,0,1908,0,0,400,0,0,0,3,219,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2650,0,0,0,90,0,67500,0,0,0,0,0,0,0,119491,0,0,0,0,0,0,64,0,192969,"154375,2",Soja (em grão)
1100288,Rolim de Moura (RO),0,1225,54,0,0,0,5,1500,0,0,1021,0,0,0,19,5607,600,0,0,0,0,0,0,100,0,0,0,0,15,0,0,0,33,3,0,850,42,0,0,0,505,0,5100,0,230,0,425,0,17123,0,0,0,0,15,0,0,15454,0,0,160,0,0,0,1,0,50087,"40069,6",Milho (em grão)
1100296,Santa Luzia D'Oeste (RO),0,0,0,0,0,0,0,0,0,0,465,0,0,0,22,1622,1120,0,0,0,0,0,0,10,0,0,0,0,62,0,0,0,0,0,0,65,0,0,0,0,0,0,1972,0,0,0,30,0,14250,0,0,0,0,0,0,0,21226,0,0,1000,0,0,0,0,0,41844,"33475,2",Soja (em grão)
1100304,Vilhena (RO),0,660,0,0,43890,0,2,1032,0,0,45,0,0,0,1,120,105,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,100,25,0,0,0,27,0,270,0,9,0,44,0,170575,0,0,0,0,0,0,0,160320,0,10,484,0,0,0,4,0,377736,"302188,8",Milho (em grão)
1100320,São Miguel do Guaporé (RO),0,100,30,0,0,0,0,19022,0,0,185,0,0,0,5,44023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2745,0,185,0,70,0,72602,0,0,0,0,0,0,0,71000,0,0,0,0,0,0,26,0,210005,168004,Milho (em grão)
1100338,Nova Mamoré (RO),0,350,23,0,0,0,20,13825,0,0,1628,0,0,0,0,935,0,0,0,0,0,0,0,8,0,0,0,0,25,0,0,0,0,0,0,60,26,0,0,0,0,0,6300,0,18,0,150,0,18050,0,0,0,0,0,0,0,16344,0,0,49,0,0,0,1,0,57812,"46249,6",Milho (em grão)
1100346,Alvorada D'Oeste (RO),0,78,4,0,0,0,2,450,0,0,551,0,0,0,6,4052,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,31,0,0,32,10,0,0,0,18,0,5080,0,28,0,585,0,2150,0,0,0,0,2,0,0,1336,0,0,165,0,0,0,1,0,14636,"11708,8",Mandioca
1100379,Alto Alegre dos Parecis (RO),0,50,5,0,0,0,3,540,0,0,520,0,0,0,3,22961,450,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,118,0,0,0,80,0,0,0,50,0,860,0,52,0,290,0,12830,0,0,0,0,22,0,0,10771,0,4,350,0,0,0,1,0,50860,40688,Café (em grão) Total
1100403,Alto Paraíso (RO),0,600,80,0,0,0,2,2640,0,0,3000,0,0,0,17,375,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,24,0,60,40,0,0,0,95,0,750,0,40,0,800,0,21204,0,0,0,0,3,0,0,84751,0,0,30,0,0,0,6,0,114607,"91685,6",Soja (em grão)
1100452,Buritis (RO),0,250,640,0,0,0,8,5,0,0,13200,0,0,0,743,16290,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,85,50,0,0,0,120,0,9000,0,62,0,720,0,3126,0,0,0,0,0,0,0,2343,0,0,58,0,0,0,3,0,46738,"37390,4",Café (em grão) Total
1100502,Novo Horizonte do Oeste (RO),0,43,34,0,0,0,0,432,0,0,325,0,0,0,3,7426,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3200,0,150,0,155,0,7460,0,0,0,0,1,0,0,6311,0,0,0,0,0,0,1,0,25574,"20459,2",Milho (em grão)
1100601,Cacaulândia (RO),0,21,26,0,0,0,0,0,0,0,372,0,0,0,209,40,525,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,8,0,0,75,16,0,0,0,35,0,1600,0,12,0,100,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,3175,2540,Mandioca
1100700,Campo Novo de Rondônia (RO),0,315,0,0,0,0,3,150,0,0,3396,0,0,0,45,971,84,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,5,0,0,27,13,0,0,0,0,0,14000,0,9,0,116,0,1692,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,21627,"17301,6",Mandioca
1100809,Candeias do Jamari (RO),0,384,200,0,0,0,0,12000,0,0,2400,0,0,0,15,289,2000,0,0,0,0,0,0,120,0,0,0,0,14,0,0,0,0,6,0,64,240,0,0,0,85,0,36120,0,45,0,200,0,79400,0,0,0,0,2,0,0,62370,0,0,0,0,0,0,6,0,195960,156768,Milho (em grão)
1100908,Castanheiras (RO),0,525,0,0,0,0,0,15,0,0,130,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,27,0,486,0,165,0,255,0,12014,0,0,0,0,2,0,0,15058,0,0,0,0,0,0,2,0,28847,"23077,6",Soja (em grão)
1100924,Chupinguaia (RO),0,512,0,0,0,0,2,520,0,0,155,0,0,0,1,173,146,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,72,8,0,0,0,27,0,1852,0,9,0,300,0,156900,0,0,0,0,0,0,0,155000,0,0,0,0,0,0,36,0,315736,"252588,8",Milho (em grão)
1100940,Cujubim (RO),0,4200,21,0,0,0,1,720,0,0,495,0,0,0,2,591,90,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,24,7,0,0,0,8,0,3300,0,22,0,120,0,18080,0,0,0,0,1,0,0,65224,0,9,0,0,0,0,25,0,92957,"74365,6",Soja (em grão)
1101005,Governador Jorge Teixeira (RO),0,54,0,0,0,0,15,6,0,0,2985,0,0,0,321,880,400,0,0,0,0,0,0,27,0,0,0,0,24,0,0,0,25,0,0,0,0,0,0,0,0,0,11050,0,25,0,100,0,490,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,16439,"13151,2",Mandioca
1101104,Itapuã do Oeste (RO),0,1450,200,0,0,0,0,6018,0,0,160,0,0,0,1,60,1244,0,0,0,0,0,0,490,0,0,0,0,1,0,0,0,0,1,0,105,16,0,0,0,18,0,12138,0,0,0,0,0,37890,0,0,0,0,0,0,0,48807,0,0,19,0,0,0,2,0,108620,86896,Soja (em grão)
1101203,Ministro Andreazza (RO),0,0,0,0,0,0,0,6,0,0,1209,0,0,0,9,15690,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,7,0,0,84,380,0,0,0,425,0,1320,0,27,0,40,0,1239,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,20634,"16507,2",Café (em grão) Total
1101302,Mirante da Serra (RO),0,143,6,0,0,0,2,15,0,0,136,0,0,0,35,408,171,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,12,5,0,0,0,0,0,6750,0,0,0,0,0,7031,0,0,0,0,2,0,0,1728,0,0,50,0,0,0,0,0,16511,"13208,8",Milho (em grão)
1101401,Monte Negro (RO),0,31,0,0,0,0,0,6,0,0,5100,0,0,0,274,554,175,0,0,0,0,0,0,145,0,0,0,0,7,0,0,0,0,0,0,40,21,0,0,0,52,0,15000,0,35,0,450,0,387,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22285,17828,Mandioca
1101435,Nova União (RO),0,95,0,0,0,0,0,15,0,0,401,0,0,0,185,88,858,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,47,0,0,8,0,0,0,0,18,0,540,0,0,0,20,0,970,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,6,3296,"2636,8",Milho (em grão)
1101450,Parecis (RO),0,11,0,0,0,0,0,45,0,0,186,0,0,0,1,247,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,7,0,0,0,0,0,0,1872,0,18,0,60,0,9123,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,20610,16488,Milho (em grão)
1101468,Pimenteiras do Oeste (RO),0,0,0,0,0,0,0,19285,0,0,16,0,0,0,0,2,70,0,0,0,0,0,0,25,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,161570,0,0,0,0,0,0,0,173200,0,0,0,0,0,0,2,0,354752,"283801,6",Soja (em grão)
1101476,Primavera de Rondônia (RO),0,42,24,0,0,0,2,170,0,0,93,0,0,0,1,647,65,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,52,16,0,0,0,35,0,1616,0,4,0,320,0,4016,0,0,0,0,4,0,0,4294,0,6,70,0,0,0,0,0,11491,"9192,8",Soja (em grão)
1101484,São Felipe D'Oeste (RO),0,28,7,0,0,0,3,7,0,0,1146,0,0,0,33,700,33,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,9,0,0,32,7,0,0,0,66,0,1098,0,25,0,130,0,10850,0,0,0,0,8,0,0,5676,0,4,521,0,0,0,5,0,20426,"16340,8",Milho (em grão)
1101492,São Francisco do Guaporé (RO),0,69,0,0,0,0,0,7200,0,0,63,0,0,0,2,1097,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,120,0,17680,0,0,0,0,14,0,0,11689,0,0,68,0,0,0,15,0,38699,"30959,2",Milho (em grão)
1101500,Seringueiras (RO),0,100,0,0,0,0,2,460,0,0,342,0,0,0,14,2406,120,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,230,0,150,0,22890,0,0,0,0,9,0,0,21278,0,0,65,0,0,0,100,0,49991,"39992,8",Milho (em grão)
1101559,Teixeirópolis (RO),0,0,0,0,0,0,0,0,0,0,185,0,0,0,28,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,60,0,152,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,2311,"1848,8",Mandioca
1101609,Theobroma (RO),0,75,0,0,0,0,0,27,0,0,2100,0,0,0,160,1032,300,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,9990,0,25,0,550,0,6274,0,0,0,0,0,0,0,3276,0,0,0,0,0,0,19,0,23841,"19072,8",Mandioca
1101708,Urupá (RO),0,10,0,0,0,0,0,0,0,0,185,0,0,0,43,205,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1620,0,7,0,23,0,555,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,3047,"2437,6",Mandioca
1101757,Vale do Anari (RO),0,330,0,0,0,0,10,2268,0,0,315,0,0,0,20,887,1080,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,12,0,26,8,0,0,0,0,0,9250,0,27,0,400,0,7270,0,0,0,0,3,0,0,5549,0,5,34,0,0,0,10,0,27516,"22012,8",Mandioca
1101807,Vale do Paraíso (RO),0,23,4,0,0,0,0,0,0,0,278,0,0,0,26,97,510,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,20,0,600,0,19,0,120,0,300,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2070,1656,Mandioca
1200013,Acrelândia (AC),0,240,12,0,0,0,0,91,0,0,15750,19,0,2,0,1591,1120,0,0,0,0,0,0,30,0,0,0,0,115,0,0,0,0,0,0,811,640,0,0,0,360,0,8900,0,70,0,427,0,3395,0,3,0,0,0,0,0,0,0,132,0,0,0,0,13,0,33721,"26976,8",Banana (cacho)
1200054,Assis Brasil (AC),0,171,0,0,0,0,0,256,0,0,2640,0,0,0,0,57,390,0,0,0,0,0,0,18,0,0,0,0,133,0,0,0,0,0,0,60,38,0,0,0,40,0,7120,0,0,0,400,0,1100,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,12449,"9959,2",Mandioca
1200104,Brasiléia (AC),0,168,0,0,0,0,0,490,0,0,1760,18,0,2,0,189,300,0,0,0,0,0,0,24,0,0,0,0,303,0,0,0,0,0,0,139,105,0,0,0,110,0,10480,0,24,0,473,0,5024,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,19669,"15735,2",Mandioca
1200138,Bujari (AC),0,342,0,0,0,0,0,80,0,0,2490,28,0,20,0,0,1040,0,0,0,0,0,0,54,0,0,0,0,121,0,0,0,0,0,0,420,688,0,0,0,132,0,11600,0,40,0,1260,0,3360,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,21779,"17423,2",Mandioca
1200179,Capixaba (AC),0,1050,0,0,0,0,26,203,0,0,3443,24,0,40,0,7,500,0,0,0,0,0,0,18,0,0,0,0,70,0,0,0,0,0,0,297,195,0,0,0,195,0,10140,0,750,0,1015,0,18901,0,0,0,0,0,0,0,4028,0,63,0,0,0,0,0,0,40965,32772,Milho (em grão)
1200203,Cruzeiro do Sul (AC),0,398,0,0,0,0,0,308,0,0,3626,63,0,0,0,96,1011,0,0,0,0,0,0,243,0,0,0,0,221,0,0,0,0,0,0,352,97,0,0,0,202,0,61375,0,0,0,949,0,1200,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,70232,"56185,6",Mandioca
1200252,Epitaciolândia (AC),0,925,8,0,0,0,0,280,0,0,2672,26,0,2,0,48,300,0,0,0,0,0,0,55,0,0,0,0,99,0,0,0,0,0,0,186,109,0,0,0,121,0,10890,0,32,0,910,0,8878,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2,0,25584,"20467,2",Mandioca
1200302,Feijó (AC),0,180,0,0,0,0,0,302,0,0,7418,0,0,0,0,51,500,0,0,0,0,0,0,52,0,0,0,0,80,0,12,0,0,0,0,182,106,0,0,0,192,0,45100,0,14,0,600,0,6000,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,60899,"48719,2",Mandioca
1200328,Jordão (AC),0,75,0,0,0,0,0,56,0,0,1206,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,65,35,0,0,0,60,0,11140,0,0,0,200,0,860,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,13975,11180,Mandioca
1200336,Mâncio Lima (AC),0,63,0,0,0,0,0,144,0,0,560,0,0,0,0,132,555,0,0,0,0,0,0,162,0,0,0,0,165,0,0,0,0,0,0,56,70,0,0,0,112,0,46692,0,23,0,1160,0,768,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,50715,40572,Mandioca
1200344,Manoel Urbano (AC),0,54,0,0,0,0,0,81,0,0,4080,27,0,0,0,170,375,0,0,0,0,0,0,18,0,0,0,0,108,0,0,0,0,0,0,91,210,0,0,0,72,0,7150,0,23,0,384,0,1239,0,0,0,0,0,0,0,0,0,48,0,0,0,0,12,0,14142,"11313,6",Mandioca
1200351,Marechal Thaumaturgo (AC),0,91,0,0,0,0,0,180,0,0,1467,0,0,0,0,0,688,0,0,0,0,0,0,14,0,0,0,0,233,0,79,0,0,0,0,56,27,0,0,0,52,0,42530,0,0,0,1230,0,1088,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,47763,"38210,4",Mandioca
1200385,Plácido de Castro (AC),0,158,0,0,0,0,18,26,0,0,3750,75,0,26,0,68,334,0,0,0,0,0,0,45,0,0,0,0,28,0,0,0,0,0,0,1395,1753,0,0,0,156,0,8600,0,136,0,341,0,17870,0,0,0,0,0,0,0,10230,0,317,0,0,0,0,0,0,45326,"36260,8",Milho (em grão)
1200393,Porto Walter (AC),0,33,0,0,0,0,0,76,0,0,1413,15,0,0,0,0,343,0,0,0,0,0,0,14,0,0,0,0,119,0,0,0,0,0,0,53,25,0,0,0,23,0,18060,0,0,0,300,0,330,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,20830,16664,Mandioca
1200401,Rio Branco (AC),0,338,0,0,0,0,0,144,0,0,5643,48,0,3,0,5,820,0,0,0,0,0,0,91,0,0,0,0,162,0,0,0,0,0,0,518,400,0,0,0,175,0,23200,0,174,0,1540,0,15661,0,0,0,0,0,0,0,5100,0,188,0,0,0,0,10,0,54220,43376,Mandioca
1200427,Rodrigues Alves (AC),0,127,0,0,0,0,0,312,0,0,625,13,0,0,0,0,427,0,0,0,0,0,0,150,0,0,0,0,169,0,0,0,0,0,0,54,111,0,0,0,36,0,42920,0,0,0,439,0,630,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,46065,36852,Mandioca
1200435,Santa Rosa do Purus (AC),0,82,0,0,0,0,60,36,0,0,1870,82,0,0,0,0,253,0,0,0,0,0,0,12,0,0,0,0,25,0,0,0,0,0,0,74,75,0,0,0,88,0,5600,0,0,0,385,0,429,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,9097,"7277,6",Mandioca
1200450,Senador Guiomard (AC),0,312,0,0,0,0,7,60,0,0,3000,52,0,56,0,63,380,0,0,0,0,0,0,180,0,0,0,0,50,0,0,0,0,0,0,390,345,0,0,0,234,0,13940,0,481,0,2248,0,18840,0,29,0,0,0,0,0,1008,0,325,0,0,0,0,6,0,42006,"33604,8",Milho (em grão)
1200500,Sena Madureira (AC),0,144,0,0,0,0,0,325,0,0,2400,46,0,6,0,22,390,0,0,0,0,0,0,90,0,0,0,0,363,0,30,0,0,0,0,608,375,0,0,0,216,0,37200,0,32,0,500,0,3960,0,0,0,0,0,0,0,0,0,156,0,0,0,0,4,0,46867,"37493,6",Mandioca
1200609,Tarauacá (AC),0,385,0,0,0,0,0,388,0,0,7500,0,0,0,0,0,810,0,0,0,0,0,0,30,0,0,0,0,89,0,0,0,0,0,0,210,77,0,0,0,160,0,51600,0,8,0,790,0,5455,0,0,0,0,0,0,0,0,0,98,0,0,0,0,2,0,67602,"54081,6",Mandioca
1200708,Xapuri (AC),0,143,0,0,0,0,0,592,0,0,2023,0,0,8,0,28,750,0,0,0,0,0,0,12,0,0,0,0,207,0,0,0,0,0,0,112,29,0,0,0,90,0,15625,0,16,0,715,0,10040,0,0,0,0,0,0,0,1221,0,25,0,0,0,0,0,0,31636,"25308,8",Mandioca
1200807,Porto Acre (AC),0,840,0,0,0,0,5,175,0,0,7500,52,0,0,0,43,410,0,0,0,0,0,0,84,0,0,0,0,55,0,0,0,0,0,0,570,264,0,0,0,418,0,14000,0,76,0,1215,0,10248,0,0,0,0,0,0,0,1080,0,125,0,0,0,0,2,0,37162,"29729,6",Mandioca
1300029,Alvarães (AM),0,49,995,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50180,0,0,0,143,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51640,41312,Mandioca
1300060,Amaturá (AM),0,21,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,"2461,6",Mandioca
1300086,Anamã (AM),0,0,230,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,600,0,1000,0,200,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,2208,Mandioca
1300102,Anori (AM),0,0,850,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,27,0,0,0,9,0,0,600,90,0,1600,0,20,0,85,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3659,"2927,2",Mandioca
1300144,Apuí (AM),0,240,0,0,0,0,0,0,0,0,1120,150,0,0,30,288,360,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,36,0,225,28,0,0,0,102,0,8320,0,45,0,1000,0,1400,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13391,"10712,8",Mandioca
1300201,Atalaia do Norte (AM),14,180,30,0,0,0,0,0,0,0,1950,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,71,0,0,0,36,0,3259,0,0,0,260,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964,"4771,2",Mandioca
1300300,Autazes (AM),0,420,150,0,0,0,0,0,0,0,1600,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,240,0,0,0,0,375,0,66000,0,560,0,900,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70363,"56290,4",Mandioca
